1,0,0
2,0.5,90
3,1,180
4,1.5,45
5,2,5.625
6,4,11.25
7,8,22.5
8,12,60
9,14,70
10,8,90
11,8,90
12,8,90
13,8,90
14,8,90
15,8,90
16,8,90
17,8,90
18,8,90
19,8,90
20,8,90
21,8,90
22,8,90
23,8,90
24,8,90
25,8,90
26,8,90
27,8,90
28,8,90
29,8,90
30,8,90
31,8,90
32,8,90
33,8,90
34,8,90
35,8,90
36,8,90
37,8,90
38,8,90
39,8,90
40,8,90
41,8,90
42,8,90
43,8,90
44,8,90
45,8,90
46,8,90
47,8,90
48,8,90
49,8,90
50,8,90
51,8,90
52,8,90
53,8,90
54,8,90
55,8,90
56,8,90
57,8,90
58,8,90
59,8,90
60,8,90
61,8,90
62,8,90
63,8,90
64,8,90
65,8,90
66,8,90
67,8,90
68,8,90
69,8,90
70,8,90
71,8,90
72,8,90
73,8,90
74,8,90
75,8,90
76,8,90
77,8,90
78,8,90
79,8,90
80,8,90
81,8,90
82,8,90
83,8,90
84,8,90
85,8,90
86,8,90
87,8,90
88,8,90
89,8,90
90,8,90
91,8,90
92,8,90
93,8,90
94,8,90
95,8,90
96,8,90
97,8,90
98,8,90
99,8,90
100,8,90
101,8,90
102,8,90
103,8,90
104,8,90
105,8,90
106,8,90
107,8,90
108,8,90
